# This automated data download from the USGS sediment portal have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.
#
# Field name  Field description  Units
# SITE_NO   USGS site identifier
# SNAME   USGS site name      site
# LATITUDE   Decimal latitude (datum NAD83)
# LONGITUDE   Decimal longitude (datum NAD83)
# NWISDA1   Upstream drainage area   square miles
# STATE   U.S. State
# COUNTY_NAME   U.S. County
# ECO_L3_CODE   Level III Ecoregion Code
# ECO_L3_NAME   Level III Ecoregion name
# ECO_L2_CODE   Level II Ecoregion Code
# ECO_L2_NAME   Level II Ecoregion name
# ECO_L1_NAME   Level I Ecoregion name
# ECO_L1_CODE   Level I Ecoregion Code
# HUC_REGION_NAME   Hydrologic Unit Code Region name
# HUC_SUBREGION_NAME   Hydrologic Unit Code Subregion name
# HUC_BASIN_NAME   Hydrologic Unit Code Basin name
# HUC_SUBBASIN_NAME   Hydrologic Unit Code Subbasin name
# HUC_2   Hydrologic Unit Code Region Code
# HUC_4   Hydrologic Unit Code Subregion Code
# HUC_6   Hydrologic Unit Code Basin Code
# HUC_8   Hydrologic Unit Code Subbasin Code
# PERM   Average soil permeability   inches/hour
# BFI   Average baseflow index   percent
# KFACT   Average K-factor for the uppermost soil horizon   unitless
# RFACT  30 year rainfall and runoff factor  (100's ft-tonf in h-1 ac-1 yr-1) * 10
# PPT30  Mean annual precipitation from 1971-2000   centimeters
"# URBAN  Percentage of urban land (sum of NLCD classes 21, 22, 23, and 24)   percent"
"# FOREST  Percentage of forest land (sum of NLCD classes 41, 42, and 43)   percent"
# AGRIC  Percentage of agricultural land (sum of NLCD classes 81 and 82)   percent
"# MAJ_DAMS  Number of dams with >= 50 feet in height or having storage >= 5,000 acre-feet"
# NID_STOR   Dam storage   acre-feet
# CLAY   Average Percentage of soil clay content   percent
# SAND   Average Percentage of soil sand content   percent
# SILT   Average Percentage of soil silt content   percent
# BENCHMARK_SITE   1 indicates site is a part of the hydrologic benchmark network
# nhd.p1   1st percentile of daily flows
# nhd.p5   5th percentile of daily flows
# nhd.p10   10th percentile of daily flows
# nhd.p20   20th percentile of daily flows
# nhd.p25   25th percentile of daily flows
# nhd.p30   30th percentile of daily flows
# nhd.p40   40th percentile of daily flows
# nhd.p50   50th percentile of daily flows
# nhd.p60   60th percentile of daily flows
# nhd.p70   70th percentile of daily flows
# nhd.p75   75th percentile of daily flows
# nhd.p80   80th percentile of daily flows
# nhd.p90   90th percentile of daily flows
# nhd.p95   95th percentile of daily flows
# nhd.p99   99th percentile of daily flows
# SAMPLE_YEARS   Number of unique years in which daily suspended-sediment concentration or load data were collected (daily_sites data only)      
# SAMPLE_COUNT   Number of discrete suspended-sediment samples collected (discrete_sites data only)
#
#
SITE_NO,SNAME,LATITUDE,LONGITUDE,NWISDA1,STATE,COUNTY_NAME,ECO_L3_CODE,ECO_L3_NAME,ECO_L2_CODE,ECO_L2_NAME,ECO_L1_NAME,ECO_L1_CODE,HUC_REGION_NAME,HUC_SUBREGION_NAME,HUC_BASIN_NAME,HUC_SUBBASIN_NAME,HUC_2,HUC_4,HUC_6,HUC_8,PERM,BFI,KFACT,RFACT,PPT30,URBAN,FOREST,AGRIC,MAJ_DAMS,NID_STOR,CLAY,SAND,SILT,BENCHMARK_SITE,NHDP1,NHDP5,NHDP10,NHDP20,NHDP25,NHDP30,NHDP40,NHDP50,NHDP60,NHDP70,NHDP75,NHDP80,NHDP90,NHDP95,NHDP99,sample_count
0343364415,"WHITE OAK BRANCH NEAR SR 840, TN",35.8892222222222,-87.1055555555556,.26,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.3312,33,.3694,288.001,139.476,.053590568,90.836012862,6.91318328,0,0,36.8563,10.2862,52.8575,0,,,,,,,,,,,,,,,,227
034336442,COPPERAS BR (S7-US1) AT SR840 NR BENDING CHESTNUT,35.88925,-87.1208888888889,.18,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33,.375,287.55727,139.4489,1.201923077,87.740384615,8.533653846,0,0,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,8
034336443,COPPERAS BRANCH (S7-DS2) AT SR 840,35.8924262617343,-87.1197564693928,.24,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33,.375,287.55727,139.4489,1.201923077,87.740384615,8.533653846,0,0,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,38
034336445,COPPERAS BR (S7-DS1) AT SR840 NR BENDING CHESTNUT,35.8914540634473,-87.1200064769498,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33,.375,287.55727,139.4489,1.201923077,87.740384615,8.533653846,0,0,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,4
0343364455,COPPERAS BRANCH NEAR GREENS HOLLOW,35.9012777777778,-87.1072222222222,.57,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.4183,33,.3652,287.25424,139.3431,2.819514005,66.481172324,28.844370247,0,0,36.5096,10.946,52.5444,0,,,,,,,,,,,,,,,,2
0343364458,COPPERAS BRANCH NEAR KELLY CREEK,35.9028888888889,-87.1072222222222,1.48,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.4183,33,.3652,287.25424,139.3431,2.819514005,66.481172324,28.844370247,0,0,36.5096,10.946,52.5444,0,,,,,,,,,,,,,,,,2
034336446,GREENS HOLLOW BRANCH NEAR COPPERAS BRANCH,35.9018055555556,-87.1086944444444,.67,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.4183,33,.3652,287.25424,139.3431,2.819514005,66.481172324,28.844370247,0,0,36.5096,10.946,52.5444,0,,,,,,,,,,,,,,,,2
034336447,"GREEN HOLLOW BR (S6-DS1) AT SR 840, TN",35.8933333333333,-87.1261111111111,.2,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33,.375,287.18501,139.377,4.263093788,50.385708486,42.99634592,0,0,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,111
034339008,UNNAMED TRIB (S1-DS1) TO BIG TURNBULL CR AT SR 840,35.92,-87.1691666666667,.06,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.7934,.375,285.72,138.9,4.42513369,57.994652406,29.264705882,0,95,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,24
0343390104,"TIDWELL BRANCH AT SR840 NEAR CRAIGFIELD, TN",35.9297864947086,-87.18000784914,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.7934,.375,285.72,138.9,4.42513369,57.994652406,29.264705882,0,95,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,7
0343390105,"BIG TURNBULL CREEK NEAR TIDWELL, TN",35.9372863125281,-87.183341250775,2.96,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.8316,.375,285.68207,138.8963,4.531590414,56.579520697,31.949891068,0,95,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,127
03434500,"HARPETH RIVER NEAR KINGSTON SPRINGS, TN",36.1220032072212,-87.0988937923318,683,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.7961,29.4274,.3435,284.39919,137.9185,12.606053008,51.437137766,31.111252746,0,5881,34.2967,14.3112,51.3922,0,31,53,71,108,130,155,231,355,550,834.9,1030,1290,2230,3700,10200,7
03436100,"RED RIVER AT PORT ROYAL, TN",36.5547222222222,-87.1419444444444,926,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Red,05,0513,051302,05130206,1.2341,33.3574,.3629,255.2075,131.0047,7.906037592,22.138109147,69.022265009,0,3206.3,35.8905,9.8104,54.2991,0,76,96,124,182,222,272,418,611,884,1260,1510,1820,2940,4351,11300,5
03455000,"FRENCH BROAD RIVER NEAR NEWPORT, TN",35.9815138888889,-83.1612083333333,1858,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Upper French Broad,06,0601,060101,06010105,2.9246,59.7865,.2233,224.46695,132.0239,12.152888426,72.502852919,13.034762684,2,62706.75,20.7984,39.632,39.5696,0,550,782.15,963,1270,1420,1580,1920,2270,2680,3180,3500,3900,5427,7550,14400,26
03461500,"PIGEON RIVER AT NEWPORT, TN",35.9606526660864,-83.1743236731458,666,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Pigeon,06,0601,060101,06010106,3.5771,58.9634,.2019,242.41708,140.0849,7.693253068,79.998215295,10.266166807,1,30989.3,18.3646,40.3545,41.2809,0,122,243,330,466,544,615,764,927,1100,1380,1540,1740,2420,3010,5800,6
03465500,"NOLICHUCKY RIVER AT EMBREEVILLE, TN",36.1764960955639,-82.457363980809,805,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,3.3428,56.5657,.2287,227.11492,133.5164,6.063741548,83.996588632,7.302348803,0,1520.33,16.6596,43.4733,39.8671,0,231,324,396,541,606,676,829,1000,1200,1460,1620,1820,2560,3540,7160,18
03465650,"LITTLE LIMESTONE CREEK AT BROYLESVILLE, TN",36.2137160513378,-82.6029261680679,32,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.3478,51.1113,.3123,153.95058,114.1189,14.490361446,15.903614458,67.851807229,0,0,42.5355,13.3957,44.0688,0,,,,,,,,,,,,,,,,1
03466208,"BIG LIMESTONE CREEK NEAR LIMESTONE, TN",36.2059377228904,-82.650427370348,79,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.3474,49.6762,.3126,154.09247,113.7128,6.782240865,17.162679976,74.276776312,0,0,43.0517,12.4168,44.5315,0,12,16,19,26,31,34,45,61,77,92,101,110,142,176,326.48,133
03466233,"SINKING CREEK AT WWTP NEAR AFTON, TN",36.1792701704975,-82.7304286801709,13.7,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.3045,52.8062,.312,153.91333,113.8752,8.499656647,13.802804422,76.228872693,0,0,41.6582,13.0215,45.3203,0,,,,,,,,,,,,,,,,1
03466698,"LITTLE CHUCKY CREEK NEAR WARRENSBURG, TN",36.1239872254991,-83.052935388327,41,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.1303,49.2308,.3087,155.48543,112.2191,11.967245462,31.263901844,54.456662122,0,0,34.824,16.9958,48.1801,0,,,,,,,,,,,,,,,,1
03466825,"LICK CREEK NEAR HOLLAND MILL, TN",36.3220035221011,-82.7871962288329,53,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.337,48.126,.3059,154.70375,114.8249,6.023592185,41.973556875,49.710982659,0,0,36.3596,16.2541,47.3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03466835,"LICK CREEK NEAR LICK CREEK MILL NEAR BAILEYTON,TN",36.3134338547179,-82.8073797983812,76.3,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.341,48.5419,.3076,155.02879,114.5718,6.325799276,42.667319044,48.799670187,0,93,37.1168,15.6996,47.1836,0,,,,,,,,,,,,,,,,1
03467300,"LICK CREEK AT SCOOT MILL, TN",36.1517630469809,-83.1359951623031,262.45,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.2438,46.4574,.3097,158.45095,113.8315,6.622595734,35.193026386,55.422444204,0,291,33.5675,17.4318,49.0008,0,,,,,,,,,,,,,,,,1
03467485,"BENT CREEK NEAR SILVER CITY, TN",36.198428886337,-83.1551641274532,45,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.1858,41.6559,.3096,166.42988,115.2466,7.315622885,29.092339499,59.701410615,0,0,32.7133,19.1413,48.1454,0,,,,,,,,,,,,,,,,1
03467609,NOLICHUCKY RIVER NEAR LOWLAND,36.126337493537,-83.1753041996728,1688.4,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.0242,45.9113,.306,164.60173,115.251,6.644852756,67.198590486,22.451547949,0,0,30.5649,19.4977,49.9374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
03468065,LONG CREEK NEAR LOWLAND,36.1381498380614,-83.2462768265995,39.36,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Nolichucky,06,0601,060101,06010108,1.496,43.8284,.3132,174.03826,117.1169,10.044699872,28.986802895,58.118348233,0,87,35.9342,18.2532,45.8126,0,,,,,,,,,,,,,,,,1
03478592,"BEAVER CREEK NEAR AVOCA BELOW BRISTOL, TN",36.5345482607948,-82.2406903305287,61.8,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,South Fork Holston,06,0601,060101,06010102,1.3889,52.4932,.3173,148.92919,119.6565,29.060018028,32.998293622,36.296535655,1,9834,51.8181,14.8602,33.3217,0,,,,,,,,,,,,,,,,1
03483960,"WATAUGA RIVER NEAR WATAUGA POINT, TN",36.3320511781935,-82.2712464504882,750,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,"Watauga, North Carolina, Tennessee",06,0601,060101,06010103,3.3742,51.9054,.2506,200.30462,125.271,7.540075381,76.551209233,12.412325118,1,680533.8,17.7997,40.3189,41.8815,0,,,,,,,,,,,,,,,,1
03486667,KNOB CREEK AT AUSTIN SPRINGS,36.3773273458474,-82.358195475156,15.96,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,"Watauga, North Carolina, Tennessee",06,0601,060101,06010103,1.324,51.4163,.3124,148.31795,112.597,58.667666795,16.250734892,23.75372514,0,0,42.4267,12.5734,44.9998,0,,,,,,,,,,,,,,,,1
03487521,"HORSE CREEK AT SMOKY VALLEY NEAR KINGSPORT, TN",36.5098232465179,-82.5670959537347,44.5,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,South Fork Holston,06,0601,060101,06010102,1.2695,46.7004,.3045,151.04782,113.9011,11.597724127,51.980624327,34.078886668,0,550,33.3586,18.249,48.3924,0,,,,,,,,,,,,,,,,1
03487595,"REEDY CREEK AT GIBSONTOWN NEAR KINGSPORT, TN",36.5539897661356,-82.5498737244985,52.6,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,South Fork Holston,06,0601,060101,06010102,1.1125,47.6787,.3282,144.5198,113.7123,23.543395409,46.554625062,27.42342549,0,0,41.4094,16.3913,42.1993,0,,,,,,,,,,,,,,,,1
03490090,"NORTH FORK HOLSTON RIVER NEAR CLOUD FORD, TN",36.5917663328994,-82.607654645454,716.91,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,North Fork Holston,06,0601,060101,06010101,2.8453,49.3051,.2842,146.16315,120.0471,3.847636291,68.86262875,23.613222222,0,10115,34.2253,24.5483,41.2264,0,,,,,,,,,,,,,,,,2
03490500,"HOLSTON RIVER AT SURGOINSVILLE, TN",36.4720410378918,-82.8471067715095,2870,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Holston,06,0601,060101,06010104,2.5597,50.5601,.2804,164.14889,119.8325,9.700957023,61.827997851,25.140192589,5,1586254.8,30.7609,27.3929,41.8462,0,700,983,1220,1630,1810,2020,2490,3010,3600,4230,4650,5150,6900,8990,16000,12
03491000,"BIG CREEK NEAR ROGERSVILLE, TN",36.4262065584663,-82.9518303617854,47.3,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Holston,06,0601,060101,06010104,2.1877,40.0002,.3019,163.5707,122.4716,4.378656925,60.002524578,17.800498975,0,0,31.4772,23.2346,45.2882,0,2.8,4.2,5.3,7.5,8.8,10,15,23,34,50,60,74,125,200,557,1
03495500,"HOLSTON RIVER NEAR KNOXVILLE, TN",36.0156395338069,-83.831570266784,3747,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,French Broad-Holston,Holston,06,0601,060101,06010104,2.3788,48.5873,.2838,167.52857,119.7913,10.042719248,57.94519037,25.807841514,7,3151625.8,31.6774,25.7728,42.5498,0,199.85,496,762,1380,1720,2100,3030,4010,5000,6035,6600,7200,9020,11100,18700,19
03495905,"FIRST CR TRIB AT MIDLAKE DR AT KNOXVILLE, TN",36.0345262861925,-83.9346305362439,.23,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,1.8266,44.0421,.2849,208.873,132.092,94.281345566,5.474006116,0,0,0,40.7289,20.0375,39.2336,0,,,,,,,,,,,,,,,,8
03497041,"THIRD CR TRIB AT THIRD CR RD AT KNOXVILLE, TN",35.9625814507472,-83.992131124173,.55,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,1.6319,45.0216,.2908,213.79831,132.6647,91.733520801,6.91009842,0,0,25,41.139,18.3544,40.5067,0,,,,,,,,,,,,,,,,15
03497103,FOURTH CREEK TRIB AT MIDDLEBROOK PIKE,35.9501061661891,-84.0162763910638,.91,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,1.6793,45,.2755,216.01299,132.289,91.682313181,7.416447615,0,0,0,40.2099,19.9029,39.8871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
034971055,"FOURTH CR TRIB AT WELLINGTON DR AT KNOXVILLE, TN",35.9295255509086,-84.0279654125242,.58,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,1.5841,45,.2951,212.3,132.604,96.74579888,3.25420112,0,0,0,40.6242,19.6187,39.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
03497300,"LITTLE RIVER ABOVE TOWNSEND, TN",35.6645332809627,-83.7112821288237,106,Tennessee,,8.4.4,Blue Ridge,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,11.5695,57.1232,.2023,281.88143,171.9745,.360076708,99.514117455,0,0,0,16.3775,40.9651,42.6574,1,31,46,61,89,105,121,155,196,243,300,338,384,556,779,1680,32
03497450,"LITTLE RIVER ABOVE COULTER BRIDGE NEAR MARYVILLE,T",35.7639741831423,-83.8526768262298,191.51,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,10.746,54.6592,.2149,255.76242,158.1577,2.884107108,92.286780353,3.963396334,0,939,17.549,39.4278,43.0232,0,,,,,,,,,,,,,,,,1
03498500,"LITTLE RIVER NEAR MARYVILLE, TN",35.7856206336841,-83.8846035879242,269,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,8.4787,52.3963,.2292,239.3296,150.2907,4.078724985,79.829682308,14.83734361,0,1039,22.7573,33.9687,43.274,0,54,79,101,146,168,194,248,317,403,514,588,682,1030,1530,3714.4,1
03498863,"LITTLE RIVER ABOVE ROCKFORD, TN",35.8175834425793,-83.9296255455005,300.43,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,7.7835,51.5631,.2394,235.14022,148.1496,4.745395054,75.310540651,18.558223706,0,1216,24.2671,32.2093,43.5236,0,,,,,,,,,,,,,,,,1
03499193,"TEN MILE CREEK TRIB AT CHISHOLM TRAIL AT KNOX, TN",35.9161919430475,-84.0521329605655,.27,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,1.8688,45,.2828,212.66499,132.999,95.530994714,4.180682364,0,0,0,39.6711,22.7066,37.6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
03527220,"CLINCH RIVER NEAR LOONEYS GAP, TN",36.5728070751772,-82.9387540022781,1154,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,"Upper Clinch, Tennessee, Virginia",06,0601,060102,06010205,1.9618,43.5941,.2909,148.97168,121.3234,7.494043455,63.228004446,24.539566157,3,38746.97,36.9566,21.3275,41.7159,0,145,205,277,425.8,548,688,924.2,1260,1590,1968,2240,2672,3910,5664,10680,144
03528000,"CLINCH RIVER NEAR TAZEWELL (LONE MOUNTAIN), TN",36.4250870141534,-83.3982345444118,1475,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,"Upper Clinch, Tennessee, Virginia",06,0601,060102,06010205,1.9921,42.4767,.2909,154.2023,122.5284,7.438714965,64.845854733,20.624409955,3,38746.97,36.1019,21.3658,42.5323,0,151,212,265,387.2,465,552,782,1100,1510,2040,2390,2850,4620,7030,15469,68
03531680,"POWELL RIVER AT ALANTHUS HILL, TN",36.5564750578118,-83.3796257043356,510,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Powell,06,0601,060102,06010206,2.1695,36.4526,.2627,176.6666,134.5747,7.737087727,60.507580594,8.900344464,1,9869,34.7476,23.1029,42.1496,0,93.79,135,169,232.8,289,342.7,505,712,922,1170,1350,1572,2332,3691,7731.5,70
03531900,"INDIAN CREEK AT GREERS CHAPEL, TENN",36.5884166107447,-83.605467606239,62.5,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Powell,06,0601,060102,06010206,1.2021,39.0342,.3347,187.41191,131.926,14.093484419,53.295284119,13.460256624,0,0,39.9001,14.4249,45.675,0,,,,,,,,,,,,,,,,1
